Footfall,ID
1016.16443814,3725712
1109.28823586,3725812
1088.86172963,3725912
1020.07046036,3726012
960.916851443,3726112
1022.64630039,3726212
985.006939316,3726312
1004.60518128,3726412
1001.86102622,3726512
1044.93530194,3726612
1076.53967478,3726712
961.248228527,3726812
880.576916276,3726912
804.246703223,3727012
782.416658726,3727112
906.08131243,3727212
1049.18246503,3727312
1022.34086305,3727412
989.385995971,3727512
1063.9515541,3727612
1092.80367283,3727712
963.575932987,3727812
944.856560933,3727912
878.311593339,3728012
912.233733124,3728112
1000.54179228,3728212
824.010147291,3728312
768.561129573,3728412
777.715173491,3728512
777.303632243,3728612
805.86739379,3728712
751.308910152,3728812
806.647729202,3728912
865.464105243,3729012
840.171965933,3729112
777.249163358,3729212
758.414818242,3729312
784.959832866,3729412
838.303777666,3729512
798.890419184,3729612
765.686731886,3729712
988.910566226,3729812
993.653430794,3729912
971.967295396,3730012
1004.96820103,3730112
1042.08784517,3730212
1030.32464591,3730312
1087.80693866,3730412
956.521193019,3730512
981.54741188,3730612
1038.5863202,3730712
1122.17810047,3730812
1088.18414436,3730912
1062.89046831,3731012
1031.54654032,3731112
998.302964106,3731212
1016.3374039,3731312
982.093965614,3731412
961.919247167,3731512
985.280988571,3731612
956.887065796,3731712
1008.2506904,3731812
1044.62517425,3731912
971.470274664,3732012
933.213137112,3732112
1068.23178664,3732212
1088.61101824,3732312
1058.04702556,3732412
1054.93815327,3732512
1084.6087536,3732612
1044.1250966,3732712
1034.66533164,3732812
923.740656182,3732912
967.90435173,3733012
1062.71143053,3733112
1071.9106647,3733212
1057.21051872,3733312
1055.49176943,3733412
1090.49592552,3733512
1047.19007951,3733612
1069.16317465,3733712
1076.97248022,3733812
1083.50479098,3733912
1112.7457577,3734012
1000.05429852,3734112
1053.98707048,3734212
1094.12581904,3734312
1077.35641876,3734412
1059.08615698,3734512
1049.89952373,3734612
1018.80772802,3734712
1061.0094638,3734812
1157.37564386,3734912
1076.87194573,3735012
1080.34824453,3735112
981.818818215,3735212
970.863618697,3735312
1089.87689037,3735412
1154.36130694,3735512
1091.25692863,3735612
1076.74805816,3735712
1073.78144698,3735812
1052.85957245,3735912
1083.01587039,3736012
1107.42936863,3736112
1000.61263561,3736212
1141.23814149,3736312
1135.32072232,3736412
1155.68905425,3736512
1186.0241741,3736612
1123.70989475,3736712
1153.35837018,3736812
1207.93939069,3736912
1177.59111493,3737012
1268.09090748,3737112
1239.7014291,3737212
1263.62620943,3737312
1275.45895525,3737412
1308.3789401,3737512
1270.70089547,3737612
1270.19230259,3737712
1252.72759342,3737812
1241.70195202,3737912
1205.97975038,3738012
1143.95044565,3738112
1212.173302,3738212
1337.77454875,3738312
1262.18517,3738412
1269.60771601,3738512
1264.08875603,3738612
1285.5527547,3738712
1151.57002166,3738812
1242.2992281,3738912
1245.71927741,3739012
1178.39181956,3739112
1188.31427133,3739212
